sbd,don_vi,truong,mon,diem,giai
32.01.05,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Toán,29.500,Nhất
32.01.03,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Toán,29.000,Nhất
32.01.10,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Toán,14.500,K.Khích
32.01.04,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Toán,21.500,Nhì
32.01.09,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Toán,27.500,Nhì
32.01.08,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Toán,27.000,Nhì
32.01.01,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Toán,20.000,Ba
32.02.08,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Vật lí,24.500,Nhì
32.02.05,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Vật lí,25.500,Nhì
32.02.06,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Vật lí,23.000,Nhì
32.02.09,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Vật lí,16.500,Ba
32.02.02,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Vật lí,26.500,Nhất
32.02.03,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Vật lí,22.250,Nhì
32.02.07,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Vật lí,20.250,Nhì
32.02.10,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Vật lí,24.500,Nhì
32.02.01,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Vật lí,22.500,Nhì
32.02.04,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Vật lí,34.000,Nhất
32.03.02,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Hóa học,20.750,Ba
32.03.06,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Hóa học,22.750,Nhì
32.03.09,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Hóa học,21.000,Ba
32.03.04,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Hóa học,19.000,Ba
32.03.10,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Hóa học,19.500,Ba
32.03.07,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Hóa học,15.125,K.Khích
32.03.03,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Hóa học,16.750,K.Khích
32.03.01,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Hóa học,24.125,Nhì
32.04.02,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Sinh học,21.750,Ba
32.04.04,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Sinh học,24.250,Nhì
32.04.09,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Sinh học,23.000,Nhì
32.04.07,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Sinh học,22.750,Nhì
32.04.03,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Sinh học,23.000,Nhì
32.04.08,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Sinh học,26.250,Nhất
32.04.01,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Sinh học,21.250,Ba
32.04.05,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Sinh học,21.000,Ba
32.04.10,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Sinh học,21.500,Ba
32.04.06,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Sinh học,18.750,K.Khích
32.05.10,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Tin học,16.297,K.Khích
32.05.05,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Tin học,19.137,Ba
32.05.06,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Tin học,23.000,Nhì
32.05.02,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Tin học,17.100,Ba
32.05.04,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Tin học,16.800,Ba
32.05.09,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Tin học,16.878,Ba
32.05.08,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Tin học,15.910,K.Khích
32.05.03,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Tin học,17.840,Ba
32.05.07,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Tin học,16.890,Ba
32.06.02,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Ngữ văn,12.500,K.Khích
32.06.01,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Ngữ văn,12.500,K.Khích
32.06.10,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Ngữ văn,13.250,Ba
32.06.09,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Ngữ văn,13.250,Ba
32.06.04,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Ngữ văn,12.500,K.Khích
32.06.06,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Ngữ văn,12.750,Ba
32.06.07,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Ngữ văn,15.750,Nhất
32.06.08,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Ngữ văn,13.250,Ba
32.06.03,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Ngữ văn,14.000,Nhì
32.06.05,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Ngữ văn,13.750,Nhì
32.07.09,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Lịch sử,14.250,K.Khích
32.07.05,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Lịch sử,15.750,Ba
32.07.10,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Lịch sử,16.500,Nhì
32.07.08,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Lịch sử,14.250,K.Khích
32.07.07,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Lịch sử,15.000,K.Khích
32.07.03,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Lịch sử,16.000,Ba
32.07.06,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Lịch sử,15.750,Ba
32.07.04,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Lịch sử,15.500,Ba
32.07.02,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Lịch sử,15.500,Ba
32.08.01,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Địa lí,14.250,Ba
32.08.04,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Địa lí,13.250,K.Khích
32.08.06,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Địa lí,14.000,K.Khích
32.08.05,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Địa lí,14.250,Ba
32.08.09,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Địa lí,13.000,K.Khích
32.08.07,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Địa lí,14.000,K.Khích
32.08.10,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Địa lí,14.250,Ba
32.08.08,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Địa lí,13.250,K.Khích
32.08.02,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Địa lí,13.000,K.Khích
32.08.03,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Địa lí,15.250,Nhì
32.09.01,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Tiếng Anh,15.200,Nhì
32.09.04,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Tiếng Anh,14.600,Nhì
32.09.09,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Tiếng Anh,15.100,Nhì
32.09.05,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Tiếng Anh,14.100,Ba
32.09.08,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Tiếng Anh,14.600,Nhì
32.09.07,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Tiếng Anh,15.800,Nhất
32.09.02,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Tiếng Anh,13.900,Ba
32.09.06,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Tiếng Anh,13.600,K.Khích
32.09.10,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Tiếng Anh,13.100,K.Khích
32.09.03,Thanh Hoá,Thanh Hóa - THPT chuyên Lam Sơn,Tiếng Anh,14.400,Ba
31.01.04,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Toán,16.500,K.Khích
31.01.07,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Toán,18.500,Ba
31.01.08,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Toán,24.000,Nhì
31.01.09,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Toán,21.500,Nhì
31.01.10,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Toán,29.000,Nhất
31.01.11,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Toán,16.500,K.Khích
31.01.06,Thái Nguyên,Thái Nguyên - THPT Chuyên Bắc Kạn,Toán,14.500,K.Khích
31.02.02,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Vật lí,11.250,K.Khích
31.02.04,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Vật lí,10.750,K.Khích
31.02.05,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Vật lí,10.750,K.Khích
31.02.06,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Vật lí,12.250,K.Khích
31.02.07,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Vật lí,14.500,K.Khích
31.02.09,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Vật lí,17.250,Ba
31.02.18,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Vật lí,20.500,Nhì
31.03.03,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Hóa học,14.375,K.Khích
31.03.05,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Hóa học,17.625,K.Khích
31.03.07,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Hóa học,16.875,K.Khích
31.03.08,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Hóa học,14.500,K.Khích
31.03.09,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Hóa học,23.250,Nhì
31.03.11,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Hóa học,21.875,Ba
31.03.14,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Hóa học,14.750,K.Khích
31.03.15,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Hóa học,20.625,Ba
31.03.20,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Hóa học,19.125,Ba
31.03.01,Thái Nguyên,Thái Nguyên - THPT Chuyên Bắc Kạn,Hóa học,24.500,Nhì
31.03.04,Thái Nguyên,Thái Nguyên - THPT Chuyên Bắc Kạn,Hóa học,15.125,K.Khích
31.03.17,Thái Nguyên,Thái Nguyên - THPT Chuyên Bắc Kạn,Hóa học,15.500,K.Khích
31.03.19,Thái Nguyên,Thái Nguyên - THPT Chuyên Bắc Kạn,Hóa học,23.000,Nhì
31.04.01,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Sinh học,18.500,K.Khích
31.04.05,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Sinh học,20.750,Ba
31.04.06,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Sinh học,21.250,Ba
31.04.07,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Sinh học,24.250,Nhì
31.04.08,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Sinh học,20.250,K.Khích
31.04.10,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Sinh học,20.750,Ba
31.04.11,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Sinh học,19.000,K.Khích
31.04.13,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Sinh học,18.000,K.Khích
31.04.14,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Sinh học,23.000,Nhì
31.04.15,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Sinh học,21.250,Ba
31.04.16,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Sinh học,22.000,Ba
31.05.04,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Tin học,20.850,Nhì
31.05.03,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Tin học,16.592,Ba
31.05.12,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Tin học,14.230,K.Khích
31.05.15,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Tin học,20.000,Ba
31.05.16,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Tin học,16.185,K.Khích
31.05.17,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Tin học,16.680,Ba
31.05.18,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Tin học,14.090,K.Khích
31.06.01,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Ngữ văn,12.500,K.Khích
31.06.02,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Ngữ văn,13.750,Nhì
31.06.03,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Ngữ văn,12.500,K.Khích
31.06.04,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Ngữ văn,13.000,Ba
31.06.07,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Ngữ văn,13.000,Ba
31.06.09,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Ngữ văn,12.500,K.Khích
31.06.11,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Ngữ văn,12.500,K.Khích
31.06.12,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Ngữ văn,13.500,Nhì
31.06.13,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Ngữ văn,14.500,Nhì
31.06.14,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Ngữ văn,13.000,Ba
31.06.16,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Ngữ văn,12.500,K.Khích
31.06.17,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Ngữ văn,12.500,K.Khích
31.06.18,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Ngữ văn,12.500,K.Khích
31.06.06,Thái Nguyên,Thái Nguyên - THPT Chuyên Bắc Kạn,Ngữ văn,12.500,K.Khích
31.06.10,Thái Nguyên,Thái Nguyên - THPT Chuyên Bắc Kạn,Ngữ văn,12.500,K.Khích
31.07.01,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Lịch sử,16.000,Ba
31.07.03,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Lịch sử,16.500,Nhì
31.07.05,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Lịch sử,15.500,Ba
31.07.06,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Lịch sử,15.250,Ba
31.07.11,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Lịch sử,15.000,K.Khích
31.07.15,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Lịch sử,17.250,Nhì
31.07.16,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Lịch sử,14.500,K.Khích
31.07.18,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Lịch sử,15.000,K.Khích
31.07.19,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Lịch sử,15.750,Ba
31.07.20,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Lịch sử,15.250,Ba
31.07.08,Thái Nguyên,Thái Nguyên - THPT Chuyên Bắc Kạn,Lịch sử,14.250,K.Khích
31.07.10,Thái Nguyên,Thái Nguyên - THPT Chuyên Bắc Kạn,Lịch sử,14.750,K.Khích
31.08.03,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Địa lí,13.000,K.Khích
31.08.06,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Địa lí,14.500,Ba
31.08.07,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Địa lí,14.500,Ba
31.08.09,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Địa lí,13.000,K.Khích
31.08.10,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Địa lí,14.500,Ba
31.08.11,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Địa lí,15.750,Nhì
31.08.12,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Địa lí,15.500,Nhì
31.08.13,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Địa lí,13.000,K.Khích
31.08.17,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Địa lí,15.250,Nhì
31.08.18,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Địa lí,14.000,K.Khích
31.08.20,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Địa lí,14.750,Ba
31.08.08,Thái Nguyên,Thái Nguyên - THPT Chuyên Bắc Kạn,Địa lí,14.500,Ba
31.09.03,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Tiếng Anh,14.200,Ba
31.09.05,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Tiếng Anh,13.400,K.Khích
31.09.07,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Tiếng Anh,12.900,K.Khích
31.09.09,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Tiếng Anh,13.000,K.Khích
31.09.10,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Tiếng Anh,12.900,K.Khích
31.09.12,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Tiếng Anh,13.200,K.Khích
31.09.15,Thái Nguyên,Thái Nguyên - THPT Võ Nhai,Tiếng Anh,13.100,K.Khích
31.09.17,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Tiếng Anh,13.700,Ba
31.09.18,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Tiếng Anh,14.000,Ba
31.09.19,Thái Nguyên,Thái Nguyên - THPT Chuyên Thái Nguyên,Tiếng Anh,12.800,K.Khích
31.09.01,Thái Nguyên,Thái Nguyên - THPT Chuyên Bắc Kạn,Tiếng Anh,14.100,Ba
31.09.06,Thái Nguyên,Thái Nguyên - THPT Chuyên Bắc Kạn,Tiếng Anh,12.700,K.Khích
