sbd,don_vi,truong,mon,diem,giai
17.07.20,Hưng Yên,Hưng Yên - THPT Chuyên Hưng Yên,Lịch sử,14.500,K.Khích
17.07.02,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Lịch sử,14.500,K.Khích
17.07.04,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Lịch sử,14.500,K.Khích
17.07.09,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Lịch sử,14.500,K.Khích
17.07.12,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Lịch sử,15.250,Ba
17.08.05,Hưng Yên,Hưng Yên - THPT Chuyên Hưng Yên,Địa lí,13.250,K.Khích
17.08.06,Hưng Yên,Hưng Yên - THPT Chuyên Hưng Yên,Địa lí,13.000,K.Khích
17.08.08,Hưng Yên,Hưng Yên - THPT Chuyên Hưng Yên,Địa lí,14.000,K.Khích
17.08.09,Hưng Yên,Hưng Yên - THPT Chuyên Hưng Yên,Địa lí,13.250,K.Khích
17.08.13,Hưng Yên,Hưng Yên - THPT Chuyên Hưng Yên,Địa lí,14.250,Ba
17.08.14,Hưng Yên,Hưng Yên - THPT Chuyên Hưng Yên,Địa lí,14.750,Ba
17.08.17,Hưng Yên,Hưng Yên - THPT Chuyên Hưng Yên,Địa lí,14.500,Ba
17.08.18,Hưng Yên,Hưng Yên - THPT Chuyên Hưng Yên,Địa lí,13.500,K.Khích
17.08.01,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Địa lí,13.000,K.Khích
17.08.04,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Địa lí,13.000,K.Khích
17.08.03,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Địa lí,13.750,K.Khích
17.08.10,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Địa lí,14.250,Ba
17.08.11,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Địa lí,15.000,Ba
17.08.15,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Địa lí,16.000,Nhì
17.08.16,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Địa lí,13.000,K.Khích
17.09.06,Hưng Yên,Hưng Yên - THPT Chuyên Hưng Yên,Tiếng Anh,12.600,K.Khích
17.09.16,Hưng Yên,Hưng Yên - THPT Chuyên Hưng Yên,Tiếng Anh,13.200,K.Khích
17.09.02,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Tiếng Anh,14.000,Ba
17.09.09,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Tiếng Anh,13.400,K.Khích
17.09.07,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Tiếng Anh,13.400,K.Khích
17.09.10,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Tiếng Anh,13.800,Ba
17.09.11,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Tiếng Anh,14.100,Ba
17.09.12,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Tiếng Anh,12.800,K.Khích
17.09.14,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Tiếng Anh,13.300,K.Khích
17.09.19,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Tiếng Anh,14.100,Ba
17.11.07,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Tiếng Pháp,11.025,K.Khích
17.12.08,Hưng Yên,Hưng Yên - THPT Chuyên Thái Bình,Tiếng Trung,14.350,Ba
18.01.12,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Toán,16.000,K.Khích
18.01.18,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Toán,20.500,Ba
18.01.19,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Toán,17.500,K.Khích
18.01.13,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Toán,14.500,K.Khích
18.01.10,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Toán,16.000,K.Khích
18.01.03,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Toán,20.500,Ba
18.01.14,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Toán,18.000,Ba
18.01.04,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Toán,14.500,K.Khích
18.01.05,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Toán,14.000,K.Khích
18.02.17,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Vật lí,14.750,Ba
18.02.16,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Vật lí,13.000,K.Khích
18.02.15,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Vật lí,14.500,K.Khích
18.02.09,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Vật lí,12.000,K.Khích
18.02.12,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Vật lí,12.250,K.Khích
18.02.18,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Vật lí,11.250,K.Khích
18.02.06,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Vật lí,15.750,Ba
18.02.07,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Vật lí,12.000,K.Khích
18.03.20,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Hóa học,19.375,Ba
18.03.16,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Hóa học,26.875,Nhì
18.03.05,Khánh Hòa,Khánh Hòa - THPT An Phước,Hóa học,17.250,K.Khích
18.03.13,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Hóa học,15.500,K.Khích
18.03.08,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Hóa học,15.875,K.Khích
18.03.14,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Hóa học,14.750,K.Khích
18.04.15,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Sinh học,21.000,Ba
18.04.09,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Sinh học,22.750,Nhì
18.04.07,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Sinh học,19.500,K.Khích
18.04.03,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Sinh học,21.000,Ba
18.04.08,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Sinh học,19.250,K.Khích
18.05.04,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tin học,12.437,K.Khích
18.05.08,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tin học,17.870,Ba
18.05.02,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tin học,16.960,Ba
18.05.15,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tin học,15.780,K.Khích
18.05.13,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tin học,13.970,K.Khích
18.05.17,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tin học,14.920,K.Khích
18.05.06,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tin học,14.686,K.Khích
18.05.19,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tin học,12.660,K.Khích
18.05.09,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tin học,13.810,K.Khích
18.06.04,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Ngữ văn,13.500,Nhì
18.06.05,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Ngữ văn,14.000,Nhì
18.06.19,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Ngữ văn,12.750,Ba
18.06.20,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Ngữ văn,12.500,K.Khích
18.06.14,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Ngữ văn,12.750,Ba
18.06.11,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Ngữ văn,12.500,K.Khích
18.06.16,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Ngữ văn,13.500,Nhì
18.06.07,Khánh Hòa,Khánh Hòa - THPT Lý Tự Trọng,Ngữ văn,12.500,K.Khích
18.06.12,Khánh Hòa,Khánh Hòa - THPT Lý Tự Trọng,Ngữ văn,12.500,K.Khích
18.06.01,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Ngữ văn,12.500,K.Khích
18.06.08,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Ngữ văn,12.500,K.Khích
18.06.18,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Ngữ văn,13.000,Ba
18.07.01,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Lịch sử,16.750,Nhì
18.07.14,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Lịch sử,15.750,Ba
18.07.03,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Lịch sử,15.250,Ba
18.07.07,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Lịch sử,15.250,Ba
18.07.18,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Lịch sử,15.500,Ba
18.07.16,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Lịch sử,15.750,Ba
18.07.09,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Lịch sử,16.500,Nhì
18.07.17,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Lịch sử,14.250,K.Khích
18.07.12,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Lịch sử,14.500,K.Khích
18.07.06,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Lịch sử,15.500,Ba
18.07.20,Khánh Hòa,Khánh Hòa - THPT Nguyễn Trãi,Lịch sử,17.250,Nhì
18.07.04,Khánh Hòa,Khánh Hòa - THPT Phan Bội Châu,Lịch sử,16.000,Ba
18.07.15,Khánh Hòa,Khánh Hòa - THPT Huỳnh Thúc Kháng,Lịch sử,16.250,Nhì
18.07.19,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Lịch sử,15.000,K.Khích
18.07.10,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Lịch sử,14.750,K.Khích
18.07.11,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Lịch sử,15.250,Ba
18.07.13,Khánh Hòa,Khánh Hòa - THPT Trần Quý Cáp,Lịch sử,15.500,Ba
18.07.02,Khánh Hòa,Khánh Hòa - THPT Nguyễn Trãi,Lịch sử,16.750,Nhì
18.08.14,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Địa lí,14.500,Ba
18.08.11,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Địa lí,13.500,K.Khích
18.08.02,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Địa lí,13.500,K.Khích
18.08.10,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Địa lí,14.750,Ba
18.08.05,Khánh Hòa,Khánh Hòa - THPT Trần Bình Trọng,Địa lí,14.500,Ba
18.08.08,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Địa lí,13.500,K.Khích
18.08.01,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Địa lí,14.250,Ba
18.08.19,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Địa lí,13.500,K.Khích
18.08.04,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Địa lí,14.500,Ba
18.08.16,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Địa lí,13.000,K.Khích
18.08.09,Khánh Hòa,Khánh Hòa - THPT Chu Văn An,Địa lí,16.250,Nhất
18.08.20,Khánh Hòa,Khánh Hòa - THPT Nguyễn Trãi,Địa lí,14.500,Ba
18.08.03,Khánh Hòa,Khánh Hòa - THPT Lý Tự Trọng,Địa lí,13.000,K.Khích
18.09.20,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tiếng Anh,14.600,Nhì
18.09.03,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tiếng Anh,15.700,Nhất
18.09.19,Khánh Hòa,Khánh Hòa - THPT Nguyễn Văn Trỗi,Tiếng Anh,13.900,Ba
18.09.15,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tiếng Anh,13.000,K.Khích
18.09.18,Khánh Hòa,Khánh Hòa - THPT Hoàng Hoa Thám,Tiếng Anh,13.000,K.Khích
18.09.11,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tiếng Anh,13.800,Ba
18.09.17,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tiếng Anh,13.000,K.Khích
18.09.07,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tiếng Anh,13.700,Ba
18.09.09,Khánh Hòa,Khánh Hòa - THPT Nguyễn Văn Trỗi,Tiếng Anh,14.000,Ba
18.09.13,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tiếng Anh,14.200,Ba
18.09.05,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tiếng Anh,13.600,K.Khích
18.09.08,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tiếng Anh,14.100,Ba
18.09.06,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tiếng Anh,13.300,K.Khích
18.09.04,Khánh Hòa,Khánh Hòa - THPT chuyên Lê Quý Đôn,Tiếng Anh,12.800,K.Khích
23.01.10,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Toán,22.000,Nhì
23.01.03,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Toán,28.000,Nhì
23.01.07,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Toán,30.000,Nhất
23.01.08,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Toán,33.000,Nhất
23.01.04,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Toán,24.000,Nhì
23.01.01,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Toán,21.000,Ba
23.01.09,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Toán,27.500,Nhì
23.01.02,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Toán,21.500,Nhì
23.01.05,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Toán,22.000,Nhì
23.01.06,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Toán,27.000,Nhì
23.02.05,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Vật lí,25.000,Nhì
23.02.08,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Vật lí,20.500,Nhì
23.02.07,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Vật lí,20.500,Nhì
23.02.04,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Vật lí,18.250,Ba
23.02.01,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Vật lí,15.250,Ba
23.02.10,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Vật lí,18.500,Ba
23.02.09,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Vật lí,27.500,Nhất
23.02.03,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Vật lí,22.250,Nhì
23.02.02,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Vật lí,18.000,Ba
23.02.06,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Vật lí,17.000,Ba
23.03.04,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Hóa học,31.625,Nhất
23.03.01,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Hóa học,24.500,Nhì
23.03.03,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Hóa học,23.875,Nhì
23.03.09,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Hóa học,24.375,Nhì
23.03.07,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Hóa học,23.625,Nhì
23.03.06,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Hóa học,20.250,Ba
23.03.02,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Hóa học,26.250,Nhì
23.03.05,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Hóa học,17.375,K.Khích
23.03.10,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Hóa học,18.250,K.Khích
23.03.08,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Hóa học,19.750,Ba
23.04.02,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Sinh học,24.500,Nhì
23.04.01,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Sinh học,20.500,Ba
23.04.06,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Sinh học,23.500,Nhì
23.04.05,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Sinh học,23.250,Nhì
23.04.07,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Sinh học,20.000,K.Khích
23.04.09,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Sinh học,19.750,K.Khích
23.04.04,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Sinh học,23.750,Nhì
23.04.10,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Sinh học,22.750,Nhì
23.04.08,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Sinh học,21.500,Ba
23.04.03,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Sinh học,21.000,Ba
23.05.09,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tin học,18.920,Ba
23.05.07,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tin học,24.534,Nhì
23.05.02,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tin học,18.020,Ba
23.05.04,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tin học,24.915,Nhì
23.05.01,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tin học,31.600,Nhất
23.05.03,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tin học,25.530,Nhì
23.05.08,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tin học,21.180,Nhì
23.05.10,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tin học,17.450,Ba
23.05.05,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tin học,21.320,Nhì
23.06.04,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Ngữ văn,12.500,K.Khích
23.06.02,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Ngữ văn,13.000,Ba
23.06.06,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Ngữ văn,12.500,K.Khích
23.06.07,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Ngữ văn,12.500,K.Khích
23.06.08,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Ngữ văn,12.750,Ba
23.06.01,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Ngữ văn,14.000,Nhì
23.06.09,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Ngữ văn,12.500,K.Khích
23.06.10,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Ngữ văn,14.500,Nhì
23.06.03,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Ngữ văn,13.250,Ba
23.06.05,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Ngữ văn,14.250,Nhì
23.07.10,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Lịch sử,16.500,Nhì
23.07.03,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Lịch sử,16.250,Nhì
23.07.04,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Lịch sử,14.500,K.Khích
23.07.06,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Lịch sử,14.250,K.Khích
23.07.01,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Lịch sử,15.750,Ba
23.07.05,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Lịch sử,14.750,K.Khích
23.08.03,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Địa lí,13.000,K.Khích
23.08.07,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Địa lí,15.500,Nhì
23.08.10,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Địa lí,16.250,Nhất
23.08.08,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Địa lí,14.250,Ba
23.08.06,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Địa lí,13.250,K.Khích
23.08.09,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Địa lí,16.500,Nhất
23.08.01,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Địa lí,14.000,K.Khích
23.08.04,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Địa lí,15.500,Nhì
23.09.06,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Anh,15.700,Nhất
23.09.01,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Anh,15.300,Nhì
23.09.05,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Anh,14.800,Nhì
23.09.08,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Anh,16.300,Nhất
23.09.10,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Anh,14.600,Nhì
23.09.02,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Anh,13.900,Ba
23.09.04,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Anh,15.800,Nhất
23.09.07,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Anh,14.200,Ba
23.09.03,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Anh,15.000,Nhì
23.10.10,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Nga,12.160,K.Khích
23.10.06,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Nga,13.150,Ba
23.10.07,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Nga,14.425,Nhì
23.10.03,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Nga,12.600,K.Khích
23.10.05,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Nga,12.700,K.Khích
23.10.09,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Nga,11.830,K.Khích
23.11.03,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Pháp,13.000,Ba
23.11.01,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Pháp,11.300,K.Khích
23.11.06,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Pháp,14.000,Nhì
23.11.04,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Pháp,11.325,K.Khích
23.11.05,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Pháp,12.175,Ba
23.11.02,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Pháp,12.075,K.Khích
23.12.03,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Trung,14.250,Ba
23.12.01,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Trung,14.150,Ba
23.12.09,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Trung,14.500,Ba
23.12.04,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Trung,13.950,K.Khích
23.12.05,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Trung,14.550,Ba
23.12.06,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Trung,13.700,K.Khích
23.12.10,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Trung,12.950,K.Khích
23.12.07,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Trung,14.850,Nhì
23.12.08,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Trung,13.250,K.Khích
23.13.10,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Nhật,13.850,Ba
23.13.05,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Nhật,13.750,Ba
23.13.04,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Nhật,11.300,K.Khích
23.13.08,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Nhật,11.350,K.Khích
23.13.01,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Nhật,13.200,Ba
23.13.07,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Nhật,11.950,K.Khích
23.13.03,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Nhật,10.900,K.Khích
23.13.09,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Nhật,10.350,K.Khích
23.13.06,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Nhật,11.450,K.Khích
23.13.02,Nghệ An,Nghệ An - THPT Chuyên Phan Bội Châu,Tiếng Nhật,10.350,K.Khích
22.01.23,Lâm Đồng,Lâm Đồng - THPT Chuyên Bảo Lộc,Toán,20.000,Ba
22.01.10,Lâm Đồng,Lâm Đồng - THPT Chuyên Nguyễn Chí Thanh,Toán,19.000,Ba
22.01.06,Lâm Đồng,Lâm Đồng - THPT Chuyên Bảo Lộc,Toán,21.000,Ba
22.01.07,Lâm Đồng,Lâm Đồng - THPT Chuyên Trần Hưng Đạo,Toán,17.500,K.Khích
22.01.08,Lâm Đồng,Lâm Đồng - THPT Chuyên Thăng Long,Toán,15.000,K.Khích
22.01.24,Lâm Đồng,Lâm Đồng - THPT Chuyên Thăng Long,Toán,15.500,K.Khích
22.01.13,Lâm Đồng,Lâm Đồng - THPT Chuyên Nguyễn Chí Thanh,Toán,19.500,Ba
22.01.15,Lâm Đồng,Lâm Đồng - THPT Chuyên Trần Hưng Đạo,Toán,16.000,K.Khích
22.02.15,Lâm Đồng,Lâm Đồng - THPT Chuyên Nguyễn Chí Thanh,Vật lí,13.750,K.Khích
22.02.22,Lâm Đồng,Lâm Đồng - THPT Chuyên Bảo Lộc,Vật lí,15.750,Ba
22.02.12,Lâm Đồng,Lâm Đồng - THPT Chuyên Thăng Long,Vật lí,12.000,K.Khích
22.02.03,Lâm Đồng,Lâm Đồng - THPT Chuyên Bảo Lộc,Vật lí,14.000,K.Khích
22.02.11,Lâm Đồng,Lâm Đồng - THPT Chuyên Nguyễn Chí Thanh,Vật lí,11.500,K.Khích
